,file_name,case_name,docket_number,Argued,Decided,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,advocate_ID_0,advocate_0,advocate_description_0,advocate_ID_1,advocate_1,advocate_description_1,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,advocate_ID_2,advocate_2,advocate_description_2,Granted,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,Reargued,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,advocate_ID_3,advocate_3,advocate_description_3,advocate_ID_4,advocate_4,advocate_description_4,charles_e_whittaker,advocate_ID_5,advocate_5,advocate_description_5,advocate_ID_6,advocate_6,advocate_description_6,advocate_ID_7,advocate_7,advocate_description_7,advocate_ID_8,advocate_8,advocate_description_8,advocate_ID_9,advocate_9,advocate_description_9,elena_kagan,neil_gorsuch,brett_m_kavanaugh,advocate_ID_10,advocate_10,advocate_description_10,Restored to the calendar and set for reargument,"Revoked order of June 23, 1975",advocate_ID_11,advocate_11,advocate_description_11,advocate_ID_12,advocate_12,advocate_description_12,advocate_ID_13,advocate_13,advocate_description_13,advocate_ID_14,advocate_14,advocate_description_14,advocate_ID_15,advocate_15,advocate_description_15,Question certified to the Supreme Court of Florida,Question certified,Juris Postponed
0,2004.03-583,Leocal v. Ashcroft,03-583,1097557200.0,1099980000.0,Josue Leocal,Petitioner,"John D. Ashcroft, Attorney General, et al.",Respondent,Josue Leocal,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,33069.0,joseph_s_sollersiii,argued the cause for Petitioner,20994.0,dan_himmelfarb,argued the cause for Respondents,majority,majority,majority,majority,majority,32792.0,j_sedwick_sollers_iii,argued the cause for petitioner,1077516000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1993.92-1988,Ticor Title Insurance Company v. Brown,92-1988,762501600.0,765435600.0,Ticor Title Insurance Co. et al.,Petitioner,Brown et al.,Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2000.99-1613,Shaw v. Murphy,99-1613,979624800.0,987570000.0,Shaw,Petitioner,Murphy,Respondent,Shaw,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,38150.0,patricia_a_millett,"Argued the cause for the United States, as amicus curiae, by special leave of court, supporting the petitioners",32537.0,jeffrey_t_renz,Argued the cause for the respondent,majority,majority,majority,majority,majority,21320.0,david_l_ohler,"Helena, Montana, argued the cause for petitioners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1980.79-1260,Chandler v. Florida,79-1260,342856800.0,349336800.0,Chandler,Appellant,Florida,Appellee,,majority opinion,8.0,0.0,,,,majority,majority,majority,,,,majority,majority,majority,majority,none,,,33124.0,jim_smith,Argued the cause for the appellee,30965.0,joel_hirschhorn,Argued the cause for the appellants,,,,,,18905.0,calvin_l_fox,Argued the cause for the appellee,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.332,Boesche v. Udall,332,-216151200.0,-208292400.0,Boesche,Petitioner,Udall,Respondent,,majority opinion,9.0,0.0,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1999.98-7540,Carmell v. Texas,98-7540,943941600.0,957157200.0,Carmell,Petitioner,Texas,Respondent,Carmell,majority opinion,5.0,4.0,,,,,,,,,,,,,minority,majority,minority,majority,29486.0,john_cornyn,Argued the cause for the respondent,17414.0,beth_s_brinkmann,"Argued the cause for the United States, as amicus curiae, by special leave of court supporting the respondent",minority,majority,majority,minority,majority,38604.0,richard_d_bernstein,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1998.98-10,Jefferson County v. Acker,98-10,922687200.0,929941200.0,Jefferson County,Petitioner,Acker,Respondent,Jefferson County,majority opinion,7.0,2.0,,,,,,,,,,,,,majority,majority,minority,majority,16500.0,alan_b_morrison,Argued the cause for the respondents,32793.0,jeffrey_m_sewell,"Birmingham, Alabama, argued the cause for the petitioner",majority,majority,majority,majority,minority,33864.0,kent_l_jones,"Argued the cause for the United States, supporting the petitioner, as amicus curiae, by special leave of court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1984.9_orig,United States v. Louisiana (Alabama and Mississippi Boundary Case),9 ORIG,470296800.0,478245600.0,United States,Petitioner,Louisiana (Alabama and Mississippi Boundary Case),Respondent,,majority opinion,8.0,0.0,,,,,majority,majority,,,,none,majority,majority,majority,majority,majority,,17540.0,benjamin_cohen,on behalf of Alabama,34216.0,louis_f_claiborne,on behalf of the Plaintiff,,,,,,29183.0,jim_r_bruce,on behalf of Mississippi,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1972.71-1523,Hunt v. McNair,71-1523,99122400.0,109832400.0,Hunt,Appellant,McNair,Appellee,,majority opinion,6.0,3.0,,,minority,majority,minority,majority,,,,minority,majority,majority,majority,,,,39262.0,robert_mcc_figg_jr,,27997.0,huger_sinkler,for appellees,,,,,,39188.0,robert_mccormick_figg_jr,for appellant,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2005.04-1186,"Wachovia Bank, N.A. v. Schmidt",04-1186,1133157600.0,1137477600.0,"Wachovia Bank, National Association",Petitioner,"Daniel G. Schmidt, III, et al.",Respondent,"Wachovia Bank, National Association",majority opinion,8.0,0.0,,,,,,,,,,,,,,majority,majority,majority,42056.0,sri_srinivasan,argued the cause for Petitioner,15933.0,andrew_l_frey,argued the cause for Petitioner,majority,majority,none,majority,majority,30478.0,james_r_gilreath,argued the cause for Respondents,1118638800.0,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1977.76-1184,Malone v. White Motor Corporation,76-1184,253260000.0,260431200.0,Malone,Appellant,White Motor Corporation,Appellee,Malone,majority opinion,4.0,3.0,,,,minority,none,majority,,,,majority,none,minority,majority,majority,,,38564.0,richard_b_allyn,for appellant,16863.0,allan_a_ryan_jr,"for the United States, as amicus curiae, by special leave of Court",,,,,,24038.0,frank_c_heath,for appellees,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1984.84-351,Atascadero State Hospital v. Scanlon,84-351,480578400.0,488782800.0,Atascadero State Hospital,Petitioner,Douglas James Scanlon,Respondent,Atascadero State Hospital,majority opinion,5.0,4.0,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,,32697.0,james_e_ryan,on behalf of the petitioners,36021.0,marilyn_holle,on behalf of the respondent,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.28,Katchen v. Landy,28,-130874400.0,-124826400.0,Katchen,Petitioner,Landy,Respondent,,majority opinion,7.0,2.0,majority,minority,minority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1983.82-818,National Labor Relations Board v. Bildisco & Bildisco,82-818,434696400.0,446277600.0,National Labor Relations Board,Petitioner,Bildisco & Bildisco,Respondent,,majority opinion,5.0,4.0,,,,,minority,minority,,,,minority,minority,majority,majority,majority,majority,,33732.0,jack_m_zackin,on behalf of Bildisco and Bildisco,33736.0,james_r_zazzali,"on behalf of Local 408, IBT, etc",,,,,,35240.0,lawrence_g_wallace,on behalf of the NLRB,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2017.16-1027,Collins v. Virginia,16-1027,1515477600.0,1527570000.0,Ray Austin Collins,Petitioner,Commonwealth of Virginia,Respondent,Collins,majority opinion,8.0,1.0,,,,,,,,,,,,,,,,,62890.0,matthew_a_fitzgerald,for petitioner,62940.0,trevor_s_cox,"Acting Solicitor General of Virginia, for respondent",majority,,majority,majority,majority,,,,1506574800.0,majority,minority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,
0,1991.90-1124,Jacobson v. United States,90-1124,689407200.0,702536400.0,Keith Jacobson,Petitioner,United States,Respondent,Keith Jacobson,majority opinion,5.0,4.0,,,,,,majority,,,,,majority,,minority,majority,minority,minority,25717.0,george_h_moyer_jr,on behalf of the Petitioner,38091.0,paul_j_larkin_jr,on behalf of the Respondent,minority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2009.08-1119,"Milavetz, Gallop & Milavetz, P.A. v. United States",08-1119,1259647200.0,1268028000.0,"Milavetz, Gallop & Milavetz, P.A., et al.",Petitioner,United States,Respondent,"Milavetz, Gallop & Milavetz, P.A., et al.",majority opinion,9.0,0.0,,,,,,,,,,,,,,majority,,majority,25004.0,g_eric_brunstad_jr,for petitioners in No. 08–1119 and respondents in No. 08–1225,45148.0,william_m_jay,"Assistant to the Solicitor General, Department of Justice, for respondent in No. 08–1119 and petitioner in No. 08–1225",majority,,majority,majority,majority,,,,1244437200.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1982.81-419,Texas v. Brown,81-419,411199200.0,419580000.0,Texas,Petitioner,Brown,Respondent,Texas,plurality opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,15640.0,allan_k_butcher,on behalf of the Respondent,19514.0,c_chris_marshall,on behalf of the Petitioner,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1989.88-1182,Baltimore City Department of Social Services v. Bouknight,88-1182,626421600.0,635493600.0,Baltimore City Department of Social Services,Petitioner,Bouknight,Respondent,Baltimore City Department of Social Services,majority opinion,7.0,2.0,,,,,minority,majority,,,,minority,majority,,majority,majority,majority,majority,24919.0,george_e_burns_jr,on behalf of the Respondent,36372.0,mitchell_y_mirviss,on behalf of the Petitioner in No. 88-6651,majority,,,,,40603.0,ralph_s_tyler_iii,on behalf of the Petitioner in No. 88-1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1983.86_orig,Louisiana v. Mississippi Orig. Argued,86 ORIG,443080800.0,449733600.0,Louisiana,Petitioner,Mississippi Orig. Argued,Respondent,Louisiana,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,21078.0,david_c_kimmel,on behalf of Defendants,32337.0,j_i_palmer_jr,on behalf of Plaintiff,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1964.3629999999998,Simons v. Miami Beach First National Bank,363,-151869600.0,-147207600.0,Simons,Petitioner,Miami Beach First National Bank,Respondent,,majority opinion,7.0,0.0,majority,majority,majority,none,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1982.81-431,Guardians Association v. Civil Service Commission of the City of New York,81-431,404978400.0,425883600.0,Guardians Association,Petitioner,Civil Service Commission of the City of New York,Respondent,,plurality opinion,5.0,4.0,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,,18547.0,christopher_crowley,on behalf of the Petitioners,34723.0,leonard_j_koerner,on behalf of the Respondents,,,,,,34675.0,leonard_koerner,for respondents,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.14,Interstate Commerce Commission v. Atlantic Coast Line Railroad Company,14,-128455200.0,-119296800.0,Interstate Commerce Commission,Petitioner,Atlantic Coast Line Railroad Company,Respondent,Interstate Commerce Commission,majority opinion,8.0,0.0,majority,none,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.5539999999999,Robinson v. California,554,-243280800.0,-237322800.0,Robinson,Appellant,California,Appellee,Robinson,majority opinion,6.0,2.0,majority,majority,majority,majority,majority,minority,majority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1996.96-270,"Amchem Products, Inc. v. Windsor",96-270,856245600.0,867214800.0,"Amchem Products, Inc.",Petitioner,Windsor,Respondent,,majority opinion,6.0,2.0,,,,,,,,,,,,,majority,minority,none,majority,35187.0,laurence_h_tribe,Argued the cause for the respondents,42002.0,stephen_m_shapiro,Argued the cause for the petitioners,majority,majority,majority,majority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1972.71-6516,Braden v. 30th Judicial Circuit Court of Kentucky,71-6516,92383200.0,99727200.0,Braden,Petitioner,30th Judicial Circuit Court of Kentucky,Respondent,Braden,majority opinion,6.0,3.0,,,majority,majority,majority,majority,,,,majority,majority,minority,minority,,,,21004.0,david_r_hood,for petitioner,30295.0,john_m_famularo,"for respondent, pro hac vice, by special leave of Court",,,,,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1976.76-316,Bates v. State Bar of Arizona,76-316,222415200.0,236235600.0,Bates,Appellant,State Bar of Arizona,Appellee,Bates,majority opinion,5.0,4.0,,,,minority,majority,majority,,,,majority,majority,minority,minority,majority,,,44229.0,william_c_canby_jr,Argued the cause for the appellants,30403.0,john_p_frank,Argued the cause for the appellee,,,,,,20837.0,daniel_m_friedman,Argued the cause for the United States as amicus curiae urging reversal,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2012.12-246,Salinas v. Texas,12-246,1366174800.0,1371445200.0,Genovevo Salinas,Petitioner,Texas,Respondent,,majority opinion,5.0,4.0,,,,,,,,,,,,,,,,majority,30283.0,jeffrey_l_fisher,for the petitioner,15730.0,alan_k_curry,for the respondent,majority,,majority,minority,minority,24910.0,ginger_d_anders,"Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae supporting the respondent",1357884000.0,majority,majority,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1974.74-107,Preiser v. Newkirk,74-107,159429600.0,172904400.0,Preiser,Petitioner,Newkirk,Respondent,,majority opinion,8.0,1.0,,,minority,majority,majority,majority,,,,majority,majority,majority,majority,,,,27276.0,hillel_hoffman,for petitioners,27228.0,houston_bus_hill,,,,,,,21353.0,daniel_pochoda,for respondent,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1991.90-6105,Evans v. United States,90-6105,692258400.0,706856400.0,Evans,Petitioner,United States,Respondent,,majority opinion,6.0,3.0,,,,,,majority,,,,,majority,,minority,majority,majority,minority,44079.0,william_c_bryson,on behalf of the Respondent,18265.0,c_michael_abbott,on behalf of the Petitioner,majority,majority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2014.13-894,Department of Homeland Security v. MacLean,13-894,1415080800.0,1421820000.0,Department of Homeland Security,Petitioner,Robert J. MacLean,Respondent,MacLean,majority opinion,7.0,2.0,,,,,,,,,,,,,,,,majority,28556.0,ian_h_gershengorn,"Deputy Solicitor General, Department of Justice, for the petitioner",37171.0,neal_kumar_katyal,for the respondent,minority,,majority,majority,majority,,,,1400475600.0,majority,majority,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1977.77-380,Andrus v. Charlestone Stone Products Company,77-380,261727200.0,265438800.0,Andrus,Petitioner,Charlestone Stone Products Company,Respondent,Andrus,majority opinion,9.0,0.0,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,41027.0,sara_sun_beale,,25611.0,gerry_levenberg,for respondent,,,,,,40958.0,sara_s_beale,for petitioner,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2007.07-552,"Sprint Communications Co., L.P. v. APCC Services, Inc.",07-552,1208754000.0,1214197200.0,"Sprint Communications Co., L.P.",Petitioner,"APCC Services, Inc.",Respondent,,majority opinion,5.0,4.0,,,,,,,,,,,,,,majority,,minority,19760.0,carter_g_phillips,argued the cause for the petitioner,39134.0,roy_t_englert,argued the cause for the respondents,majority,majority,minority,majority,majority,,,,1199426400.0,minority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1975.75-185,"Lodge 76, International Association of Machinists & Aerospace Workers, AFL-CIO v. Wisconsin Employment Relations Commission",75-185,196322400.0,204526800.0,"Lodge 76, International Association of Machinists & Aerospace Workers, AFL-CIO",Petitioner,Wisconsin Employment Relations Commission,Respondent,"Lodge 76, International Association of Machinists & Aerospace Workers, AFL-CIO",majority opinion,6.0,3.0,,,,minority,majority,majority,,,,majority,majority,majority,minority,minority,,,25767.0,gerry_m_miller,for petitioners,37058.0,norton_j_come,for N,,,,,,32136.0,james_c_mallatt,for respondents,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2001.00-860,Correctional Services Corporation v. Malesko,00-860,1001912400.0,1006840800.0,Correctional Services Corporation,Petitioner,Malesko,Respondent,Correctional Services Corporation,majority opinion,5.0,4.0,,,,,,,,,,,,,majority,minority,majority,majority,19760.0,carter_g_phillips,Argued the cause for the petitioner,41848.0,steven_pasternak,Argued the cause for the respondent,majority,minority,majority,minority,minority,31508.0,jeffrey_a_lamken,"Argued the cause for the United States, as amicus curiae, by special leave of court, supporting the petitioner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1974.73-1923,Eastland v. United States Servicemen's Fund,73-1923,159602400.0,170398800.0,Eastland,Petitioner,United States Servicemen's Fund,Respondent,Eastland,majority opinion,8.0,1.0,,,minority,majority,majority,majority,,,,majority,majority,majority,majority,,,,27551.0,herbert_j_miller_jr,Argued the cause for the petitioners,37290.0,nancy_stearns,Argued the cause for the respondents,,,,,,30474.0,jeremiah_s_gutman,Argued the cause for the respondents,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1979.78-1155,Vitek v. Jones,78-1155,313221600.0,322812000.0,Vitek,Appellant,Jones,Appellee,,majority opinion,5.0,4.0,,,,minority,majority,majority,,,,majority,minority,majority,minority,majority,,,36147.0,melvin_kent_kammerlohr,on behalf of the appellants,43490.0,thomas_a_wurtz,on behalf of the appellee,,,,,,,,,,,,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1977.76-839,Foley v. Connelie,76-839,247816800.0,259394400.0,Foley,Appellant,Connelie,Appellee,,majority opinion,6.0,3.0,,,,majority,minority,majority,,,,minority,majority,majority,majority,minority,,,33431.0,jonathan_a_weiss,for appellant,30409.0,judith_a_gordon,for appellees,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2002.01-1209,Boeing Company v. United States,01-1209,1039413600.0,1046757600.0,Boeing Company,Petitioner,United States,Respondent,,majority opinion,7.0,2.0,,,,,,,,,,,,,majority,majority,majority,minority,33864.0,kent_l_jones,Argued the cause for the respondent,33830.0,kenneth_s_geller,Argued the cause for the petitioner,majority,majority,minority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1980.79-886,Upjohn Company v. United States,79-886,342252000.0,348213600.0,Upjohn Company,Petitioner,United States,Respondent,Upjohn Company,majority opinion,9.0,0.0,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,20887.0,daniel_m_gribbon,on behalf of Petitioners,35240.0,lawrence_g_wallace,on behalf of the Respondents,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2016.15-680,Bethune-Hill v. Virginia Board of Elections,15-680,1480917600.0,1488348000.0,"Golden Bethune-Hill, et al.",Appellant,"Virginia State Board of Elections, et al.",Appellee,Bethune-Hill,majority opinion,8.0,0.0,,,,,,,,,,,,,,,,,62677.0,mark_e_elias,for appellants,28554.0,irving_l_gornstein,for United States as amicus curiae,majority,,majority,majority,majority,37772.0,paul_d_clement,for appellees,1465189200.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1986.85-1581,Solorio v. United States,85-1581,541144800.0,551595600.0,Solorio,Petitioner,United States,Respondent,,majority opinion,6.0,3.0,,,,,minority,majority,,,,minority,minority,majority,majority,majority,majority,majority,38776.0,ribert_w_bruce_jr,on behalf of the petitioner,22277.0,eugene_r_fidell,as amicus curiae supporting petitioner,,,,,,18942.0,charles_fried,on behalf of the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2010.10-98,Ashcroft v. Al-Kidd,10-98,1299045600.0,1306818000.0,John Ashcroft,Petitioner,Abdullah al-Kidd,Respondent,John Ashcroft,majority opinion,8.0,0.0,,,,,,,,,,,,,,,,majority,37171.0,neal_kumar_katyal,"Acting Solicitor General, Department of Justice, for the petitioner",34522.0,lee_gelernt,for the respondent,majority,,majority,majority,majority,,,,1287378000.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,
0,1955.6,Berra v. United States,60,-434484000.0,-431463600.0,Berra,Petitioner,United States,Respondent,,majority opinion,7.0,2.0,majority,minority,minority,,,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1994.93-1199,Stone v. Immigration and Naturalization Service,93-1199,786002400.0,798267600.0,Stone,Petitioner,Immigration and Naturalization Service,Respondent,,majority opinion,6.0,3.0,,,,,,,,,,,,,majority,majority,minority,majority,17414.0,beth_s_brinkmann,on behalf of the Respondent,16500.0,alan_b_morrison,on behalf of the Petitioner,majority,minority,majority,majority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1988.88-293,Community for Creative Non-Violence v. Reid,88-293,607154400.0,613026000.0,Community for Creative Non-Violence,Petitioner,Reid,Respondent,,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,,majority,majority,majority,majority,31292.0,joshua_kaufman,Argued the cause for the respondent,35022.0,lawrence_s_robbins,Argued the cause for the Register of Copyrights as amicus curiae urging affirmance,majority,,,,,39340.0,robert_alan_garrett,Argued the cause for the petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1983.83-558,Irving Independent School District v. Tatro,83-558,450943200.0,457851600.0,Irving Independent School District,Petitioner,"Henri Tatro, et ex.",Respondent,,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,33181.0,james_c_todd,on behalf of the Respondent,30092.0,james_w_deatherage,on behalf of the Petitioner,,,,,,,,,439452000.0,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
