,file_name,case_name,docket_number,Argued,Decided,Granted,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,advocate_0,advocate_description_0,advocate_1,advocate_description_1,advocate_2,advocate_description_2,advocate_3,advocate_description_3,advocate_4,advocate_description_4,advocate_5,advocate_description_5,advocate_6,advocate_description_6,advocate_7,advocate_description_7,advocate_8,advocate_description_8,advocate_9,advocate_description_9,advocate_10,advocate_description_10,advocate_11,advocate_description_11,advocate_12,advocate_description_12,advocate_13,advocate_description_13,advocate_14,advocate_description_14,advocate_15,advocate_description_15,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,elena_kagan,neil_gorsuch,brett_m_kavanaugh,charles_e_whittaker
0,1977.76-1184,Malone v. White Motor Corporation,76-1184,1978-01,1978-04,,Malone,Appellant,White Motor Corporation,Appellee,Malone,majority opinion,4.0,3.0,richard_b_allyn,for appellant,allan_a_ryan_jr,"for the United States, as amicus curiae, by special leave of Court",frank_c_heath,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,none,majority,,,,majority,none,minority,majority,majority,,,,,,,,,,,,,,,,minority,,,,
0,1984.84-351,Atascadero State Hospital v. Scanlon,84-351,1985-03,1985-06,,Atascadero State Hospital,Petitioner,Douglas James Scanlon,Respondent,Atascadero State Hospital,majority opinion,5.0,4.0,james_e_ryan,on behalf of the petitioners,marilyn_holle,on behalf of the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,,,,,,,,,,,,,,,majority,,,,
0,1965.28,Katchen v. Landy,28,1965-11,1966-01,,Katchen,Petitioner,Landy,Respondent,,majority opinion,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1983.82-818,National Labor Relations Board v. Bildisco & Bildisco,82-818,1983-10,1984-02,,National Labor Relations Board,Petitioner,Bildisco & Bildisco,Respondent,,majority opinion,5.0,4.0,jack_m_zackin,on behalf of Bildisco and Bildisco,james_r_zazzali,"on behalf of Local 408, IBT, etc",lawrence_g_wallace,on behalf of the NLRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,minority,,,,minority,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,2017.16-1027,Collins v. Virginia,16-1027,2018-01,2018-05,2017-09,Ray Austin Collins,Petitioner,Commonwealth of Virginia,Respondent,Collins,majority opinion,8.0,1.0,matthew_a_fitzgerald,for petitioner,trevor_s_cox,"Acting Solicitor General of Virginia, for respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,,,,,,majority,majority,minority,,majority,majority,,
0,1991.90-1124,Jacobson v. United States,90-1124,1991-11,1992-04,,Keith Jacobson,Petitioner,United States,Respondent,Keith Jacobson,majority opinion,5.0,4.0,george_h_moyer_jr,on behalf of the Petitioner,paul_j_larkin_jr,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,majority,,minority,majority,minority,minority,minority,majority,majority,,,,,,,,,,,,,,,
0,2009.08-1119,"Milavetz, Gallop & Milavetz, P.A. v. United States",08-1119,2009-12,2010-03,2009-06,"Milavetz, Gallop & Milavetz, P.A., et al.",Petitioner,United States,Respondent,"Milavetz, Gallop & Milavetz, P.A., et al.",majority opinion,9.0,0.0,g_eric_brunstad_jr,for petitioners in No. 08–1119 and respondents in No. 08–1225,william_m_jay,"Assistant to the Solicitor General, Department of Justice, for respondent in No. 08–1119 and petitioner in No. 08–1225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,,majority,majority,majority,,,,,,majority,majority,majority,,,,,
0,1982.81-419,Texas v. Brown,81-419,1983-01,1983-04,,Texas,Petitioner,Brown,Respondent,Texas,plurality opinion,9.0,0.0,allan_k_butcher,on behalf of the Respondent,c_chris_marshall,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,1989.88-1182,Baltimore City Department of Social Services v. Bouknight,88-1182,1989-11,1990-02,,Baltimore City Department of Social Services,Petitioner,Bouknight,Respondent,Baltimore City Department of Social Services,majority opinion,7.0,2.0,george_e_burns_jr,on behalf of the Respondent,mitchell_y_mirviss,on behalf of the Petitioner in No. 88-6651,ralph_s_tyler_iii,on behalf of the Petitioner in No. 88-1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,
0,1983.86_orig,Louisiana v. Mississippi Orig. Argued,86 ORIG,1984-01,1984-04,,Louisiana,Petitioner,Mississippi Orig. Argued,Respondent,Louisiana,majority opinion,9.0,0.0,david_c_kimmel,on behalf of Defendants,j_i_palmer_jr,on behalf of Plaintiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,1964.3629999999998,Simons v. Miami Beach First National Bank,363,1965-03,1965-05,,Simons,Petitioner,Miami Beach First National Bank,Respondent,,majority opinion,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,none,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,none,,,,,,,,
0,1982.81-431,Guardians Association v. Civil Service Commission of the City of New York,81-431,1982-11,1983-07,,Guardians Association,Petitioner,Civil Service Commission of the City of New York,Respondent,,plurality opinion,5.0,4.0,christopher_crowley,on behalf of the Petitioners,leonard_j_koerner,on behalf of the Respondents,leonard_koerner,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,minority,majority,,,,,,,,,,,,,,,majority,,,,
0,1965.14,Interstate Commerce Commission v. Atlantic Coast Line Railroad Company,14,1965-12,1966-03,,Interstate Commerce Commission,Petitioner,Atlantic Coast Line Railroad Company,Respondent,Interstate Commerce Commission,majority opinion,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,none,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1961.5539999999999,Robinson v. California,554,1962-04,1962-06,,Robinson,Appellant,California,Appellee,Robinson,majority opinion,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,minority,majority,minority,,,,,,,,,,,,,,none,,,,,,,,,,,,
0,1996.96-270,"Amchem Products, Inc. v. Windsor",96-270,1997-02,1997-06,,"Amchem Products, Inc.",Petitioner,Windsor,Respondent,,majority opinion,6.0,2.0,laurence_h_tribe,Argued the cause for the respondents,stephen_m_shapiro,Argued the cause for the petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,none,majority,majority,majority,majority,majority,minority,,,,,,,,,,,,,
0,1972.71-6516,Braden v. 30th Judicial Circuit Court of Kentucky,71-6516,1972-12,1973-02,,Braden,Petitioner,30th Judicial Circuit Court of Kentucky,Respondent,Braden,majority opinion,6.0,3.0,david_r_hood,for petitioner,john_m_famularo,"for respondent, pro hac vice, by special leave of Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,,,,majority,majority,minority,minority,,,,,,,,,,,,,,,,,minority,,,,
0,1976.76-316,Bates v. State Bar of Arizona,76-316,1977-01,1977-06,,Bates,Appellant,State Bar of Arizona,Appellee,Bates,majority opinion,5.0,4.0,william_c_canby_jr,Argued the cause for the appellants,john_p_frank,Argued the cause for the appellee,daniel_m_friedman,Argued the cause for the United States as amicus curiae urging reversal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,minority,minority,majority,,,,,,,,,,,,,,,,minority,,,,
0,2012.12-246,Salinas v. Texas,12-246,2013-04,2013-06,2013-01,Genovevo Salinas,Petitioner,Texas,Respondent,,majority opinion,5.0,4.0,jeffrey_l_fisher,for the petitioner,alan_k_curry,for the respondent,ginger_d_anders,"Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae supporting the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,minority,minority,,,,,,minority,majority,majority,,minority,,,
0,1974.74-107,Preiser v. Newkirk,74-107,1975-01,1975-06,,Preiser,Petitioner,Newkirk,Respondent,,majority opinion,8.0,1.0,hillel_hoffman,for petitioners,houston_bus_hill,,daniel_pochoda,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,majority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,1991.90-6105,Evans v. United States,90-6105,1991-12,1992-05,,Evans,Petitioner,United States,Respondent,,majority opinion,6.0,3.0,william_c_bryson,on behalf of the Respondent,c_michael_abbott,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,majority,,minority,majority,majority,minority,majority,majority,minority,,,,,,,,,,,,,,,
0,2014.13-894,Department of Homeland Security v. MacLean,13-894,2014-11,2015-01,2014-05,Department of Homeland Security,Petitioner,Robert J. MacLean,Respondent,MacLean,majority opinion,7.0,2.0,ian_h_gershengorn,"Deputy Solicitor General, Department of Justice, for the petitioner",neal_kumar_katyal,for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,majority,majority,majority,,,,,,minority,majority,majority,,majority,,,
0,1977.77-380,Andrus v. Charlestone Stone Products Company,77-380,1978-04,1978-05,,Andrus,Petitioner,Charlestone Stone Products Company,Respondent,Andrus,majority opinion,9.0,0.0,sara_sun_beale,,gerry_levenberg,for respondent,sara_s_beale,for petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,2007.07-552,"Sprint Communications Co., L.P. v. APCC Services, Inc.",07-552,2008-04,2008-06,2008-01,"Sprint Communications Co., L.P.",Petitioner,"APCC Services, Inc.",Respondent,,majority opinion,5.0,4.0,carter_g_phillips,argued the cause for the petitioner,roy_t_englert,argued the cause for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,minority,majority,majority,minority,majority,majority,,,,,,,minority,minority,,,,,
0,1975.75-185,"Lodge 76, International Association of Machinists & Aerospace Workers, AFL-CIO v. Wisconsin Employment Relations Commission",75-185,1976-03,1976-06,,"Lodge 76, International Association of Machinists & Aerospace Workers, AFL-CIO",Petitioner,Wisconsin Employment Relations Commission,Respondent,"Lodge 76, International Association of Machinists & Aerospace Workers, AFL-CIO",majority opinion,6.0,3.0,gerry_m_miller,for petitioners,norton_j_come,for N,james_c_mallatt,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,majority,minority,minority,,,,,,,,,,,,,,,,majority,,,,
0,2001.00-860,Correctional Services Corporation v. Malesko,00-860,2001-10,2001-11,,Correctional Services Corporation,Petitioner,Malesko,Respondent,Correctional Services Corporation,majority opinion,5.0,4.0,carter_g_phillips,Argued the cause for the petitioner,steven_pasternak,Argued the cause for the respondent,jeffrey_a_lamken,"Argued the cause for the United States, as amicus curiae, by special leave of court, supporting the petitioner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,minority,majority,minority,minority,,,,,,,,,,,,,
0,1974.73-1923,Eastland v. United States Servicemen's Fund,73-1923,1975-01,1975-05,,Eastland,Petitioner,United States Servicemen's Fund,Respondent,Eastland,majority opinion,8.0,1.0,herbert_j_miller_jr,Argued the cause for the petitioners,nancy_stearns,Argued the cause for the respondents,jeremiah_s_gutman,Argued the cause for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,majority,,,,majority,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,1979.78-1155,Vitek v. Jones,78-1155,1979-12,1980-03,,Vitek,Appellant,Jones,Appellee,,majority opinion,5.0,4.0,melvin_kent_kammerlohr,on behalf of the appellants,thomas_a_wurtz,on behalf of the appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,minority,majority,minority,majority,,,,,,,,,,,,,,,,minority,,,,
0,1977.76-839,Foley v. Connelie,76-839,1977-11,1978-03,,Foley,Appellant,Connelie,Appellee,,majority opinion,6.0,3.0,jonathan_a_weiss,for appellant,judith_a_gordon,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,,,,minority,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,
0,2002.01-1209,Boeing Company v. United States,01-1209,2002-12,2003-03,,Boeing Company,Petitioner,United States,Respondent,,majority opinion,7.0,2.0,kent_l_jones,Argued the cause for the respondent,kenneth_s_geller,Argued the cause for the petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,minority,majority,majority,minority,majority,majority,,,,,,,,,,,,,
0,1980.79-886,Upjohn Company v. United States,79-886,1980-11,1981-01,,Upjohn Company,Petitioner,United States,Respondent,Upjohn Company,majority opinion,9.0,0.0,daniel_m_gribbon,on behalf of Petitioners,lawrence_g_wallace,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,2016.15-680,Bethune-Hill v. Virginia Board of Elections,15-680,2016-12,2017-03,2016-06,"Golden Bethune-Hill, et al.",Appellant,"Virginia State Board of Elections, et al.",Appellee,Bethune-Hill,majority opinion,8.0,0.0,mark_e_elias,for appellants,irving_l_gornstein,for United States as amicus curiae,paul_d_clement,for appellees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,,,
0,1986.85-1581,Solorio v. United States,85-1581,1987-02,1987-06,,Solorio,Petitioner,United States,Respondent,,majority opinion,6.0,3.0,ribert_w_bruce_jr,on behalf of the petitioner,eugene_r_fidell,as amicus curiae supporting petitioner,charles_fried,on behalf of the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,
0,2010.10-98,Ashcroft v. Al-Kidd,10-98,2011-03,2011-05,2010-10,John Ashcroft,Petitioner,Abdullah al-Kidd,Respondent,John Ashcroft,majority opinion,8.0,0.0,neal_kumar_katyal,"Acting Solicitor General, Department of Justice, for the petitioner",lee_gelernt,for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,majority,majority,,,,,,majority,majority,majority,,none,,,
0,1955.6,Berra v. United States,60,1956-03,1956-04,,Berra,Petitioner,United States,Respondent,,majority opinion,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,,,,majority,majority,,,,,,,,,,,,,,majority,majority,majority,majority,,,,,,,,,
0,1994.93-1199,Stone v. Immigration and Naturalization Service,93-1199,1994-11,1995-04,,Stone,Petitioner,Immigration and Naturalization Service,Respondent,,majority opinion,6.0,3.0,beth_s_brinkmann,on behalf of the Respondent,alan_b_morrison,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,majority,majority,minority,majority,majority,minority,,,,,,,,,,,,,
0,1988.88-293,Community for Creative Non-Violence v. Reid,88-293,1989-03,1989-06,,Community for Creative Non-Violence,Petitioner,Reid,Respondent,,majority opinion,9.0,0.0,joshua_kaufman,Argued the cause for the respondent,lawrence_s_robbins,Argued the cause for the Register of Copyrights as amicus curiae urging affirmance,robert_alan_garrett,Argued the cause for the petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,
0,1983.83-558,Irving Independent School District v. Tatro,83-558,1984-04,1984-07,1983-12,Irving Independent School District,Petitioner,"Henri Tatro, et ex.",Respondent,,majority opinion,9.0,0.0,james_c_todd,on behalf of the Respondent,james_w_deatherage,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,2007.07-208,Indiana v. Edwards,07-208,2008-03,2008-06,2007-12,Indiana,Petitioner,Ahmad Edwards,Respondent,Indiana,majority opinion,7.0,2.0,mark_thomas_stancil,on behalf of the Respondent,thomas_m_fisher,on behalf of the Petitioner,michael_r_dreeben,"on behalf of the United States, as amicus curiae, supporting the Petitioner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,minority,majority,majority,minority,majority,majority,,,,,,,majority,majority,,,,,
0,2009.08-6925,Johnson v. United States,08-6925,2009-10,2010-03,2009-02,Curtis Darnell Johnson,Petitioner,United States,Respondent,Curtis Darnell Johnson,majority opinion,7.0,2.0,lisa_call,argued the cause for the petitioner,leondra_r_kruger,"Assistant to the Solicitor General, Department of Justice, argued the cause for the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,,minority,majority,majority,,,,,,majority,majority,minority,,,,,
0,1960.182,Wilson v. Schnettler,182,1960-12,1961-02,,Wilson,Petitioner,Schnettler,Respondent,,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,majority,minority,,minority,majority,,,,,,,,,,,,,,majority,,,,,,,,,,,,majority
0,1967.465,Edwards v. Pacific Fruit Express Company,465,1968-03,1968-04,,Edwards,Petitioner,Pacific Fruit Express Company,Respondent,,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,
0,2006.05-1240,Wallace v. Kato,05-1240,2006-11,2007-02,2006-06,Andre Wallace,Petitioner,Chicago Police Officers Kristen Kato and Eugene Roy,Respondent,,majority opinion,7.0,2.0,benna_ruth_solomon,argued the cause for Respondents,kenneth_n_flaxman,argued the cause for Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,majority,minority,minority,,,,,,,majority,majority,,,,,
0,1955.74,United States v. Leslie Salt Company,74,1955-12,1956-03,,United States,Petitioner,Leslie Salt Company,Respondent,,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,,,,,,,,,,,,,,majority,majority,majority,majority,,,,,,,,,
0,2004.04-104,United States v. Booker,04-104,2004-10,2005-01,,United States,Petitioner,Freddie J. Booker,Respondent,Booker,majority opinion,5.0,4.0,paul_d_clement,argued the cause for Petitioners,t_christopher_kelly,argued the cause for Respondent Booker,rosemary_curran_scapicchio,argued the cause for Respondent Fanfan,john_s_martin_jr,for an Ad Hoc Group of Former Federal Judges as amici curiae in both cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,minority,majority,minority,minority,majority,majority,,,,,,,,,,,,,
0,1990.89-1838,Equal Employment Opportunity Commission v. Arabian American Oil Company,89-1838,1991-01,1991-03,,Equal Employment Opportunity Commission,Petitioner,Arabian American Oil Company,Respondent,,majority opinion,6.0,3.0,kenneth_w_starr,on behalf of the Petitioners,paul_l_friedman,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,minority,minority,,majority,minority,majority,majority,majority,majority,,,,,,,,,,,,,,,,
0,2018.17-1091,Timbs v. Indiana,17-1091,2018-11,2019-02,2018-06,Tyson Timbs,Petitioner,Indiana,Respondent,Timbs,majority opinion,9.0,0.0,wesley_p_hottot,for the Petitioner,thomas_m_fisher,for the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,,,majority,majority,majority,,majority,majority,majority,
0,1960.24,United States v. Hougham,24,1960-10,1960-11,,United States,Petitioner,Hougham,Respondent,United States,majority opinion,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,majority,majority,,majority,majority,,,,,,,,,,,,,,majority,,,,,,,,,,,,minority
0,1976.75-1344,Scarborough v. United States,75-1344,1977-03,1977-06,,Scarborough,Petitioner,United States,Respondent,,majority opinion,7.0,1.0,philip_j_hirschkop,for petitioner,richard_a_allen,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,majority,majority,majority,none,majority,,,,,,,,,,,,,,,,majority,,,,
0,1995.95-5257,Ornelas v. United States,95-5257,1996-03,1996-05,,Ornelas,Petitioner,United States,Respondent,Ornelas,majority opinion,8.0,1.0,peter_d_isakoff,"By invitation of the Court as amicus curiae, argued the cause in support of the judgment below",cornelia_t_l_pillard,Argued the cause on behalf of the United States,robert_g_lebell,Argued the cause for the petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1979.79-669,Dawson Chemical Company v. Rohm & Haas Company,79-669,1980-04,1980-06,,Dawson Chemical Company,Petitioner,Rohm & Haas Company,Respondent,,majority opinion,5.0,4.0,ned_l_conley,on behalf of the Petitioners,eugene_l_bernard,as amici curiae,rudolf_e_hutz,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,,,,minority,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,
